Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Sensor22,Sensor23,Sensor24,Sensor25,Sensor26,Sensor27,Sensor28,Sensor29,Sensor30,Sensor31,Sensor32,Sensor33,Sensor34,Sensor35,Sensor36,Sensor37,Sensor38,Sensor39,Sensor40,Sensor41,Sensor42,Sensor43,Sensor44,Sensor45,Sensor46,Sensor47,Sensor48,Sensor49,Sensor50,Sensor51,Sensor52,Sensor53,Sensor54,Sensor55,Sensor56,Sensor57,Sensor58,Sensor59,Sensor60,Sensor61,Sensor62,Sensor63,Sensor64,Sensor65,Sensor66,Sensor67,Sensor68,Sensor69,Sensor70,Sensor71,Sensor72,Sensor73,Sensor74,Sensor75,Sensor76,Sensor77,Sensor78,Sensor79,Sensor80,Sensor81,Sensor82,Sensor83,Sensor84,Sensor85,Sensor86,Sensor87,Sensor88,Sensor89,Sensor90,class
1.06,1.016708166,0.956345126,0.924465125,0.959583518,0.949584566,0.951998038,0.937272047,0.851826212,0.780548311,1.176337822,0.857067148,0.665615222,0.846884013,0.707327601,0.714413227,0.756813164,0.622358993,0.69994683,0.692699968,0.62786967,0.575112415,0.646925274,0.53348713,0.845045779,1.041338735,0.393614315,0.930906565,0.382200792,0.686121583,1.06,1.016708166,0.956345126,0.924465125,0.959583518,0.949584566,0.951998038,0.937272047,0.851826212,0.780548311,1.176337822,0.857067148,0.665615222,0.846884013,0.707327601,0.714413227,0.756813164,0.622358993,0.69994683,0.692699968,0.62786967,0.575112415,0.646925274,0.53348713,0.845045779,1.041338735,0.393614315,0.930906565,0.382200792,0.686121583,1.06,1.016708166,0.956345126,0.924465125,0.959583518,0.949584566,0.951998038,0.937272047,0.851826212,0.780548311,1.176337822,0.857067148,0.665615222,0.846884013,0.707327601,0.714413227,0.756813164,0.622358993,0.69994683,0.692699968,0.62786967,0.575112415,0.646925274,0.53348713,0.845045779,1.041338735,0.393614315,0.930906565,0.382200792,0.686121583,FalseInjectionAttack
1.06,1.042476914,0.891429685,0.859239991,0.918640395,0.841968421,0.801493697,0.820013771,0.84522038,0.851055208,1.030953062,0.782173288,0.855003868,0.721011863,0.869345562,0.553742306,0.840150897,0.865312206,0.891097309,0.960747788,0.884210075,0.890458249,0.789377315,0.807588207,0.068574103,1.260421525,0.548819405,0.824734325,0.674874989,0.831642871,1.06,1.042476914,0.891429685,0.859239991,0.918640395,0.841968421,0.801493697,0.820013771,0.84522038,0.851055208,1.030953062,0.782173288,0.855003868,0.721011863,0.869345562,0.553742306,0.840150897,0.865312206,0.891097309,0.960747788,0.884210075,0.890458249,0.789377315,0.807588207,0.068574103,1.260421525,0.548819405,0.824734325,0.674874989,0.831642871,1.06,1.042476914,0.891429685,0.859239991,0.918640395,0.841968421,0.801493697,0.820013771,0.84522038,0.851055208,1.030953062,0.782173288,0.855003868,0.721011863,0.869345562,0.553742306,0.840150897,0.865312206,0.891097309,0.960747788,0.884210075,0.890458249,0.789377315,0.807588207,0.068574103,1.260421525,0.548819405,0.824734325,0.674874989,0.831642871,FalseInjectionAttack
1.06,1.037851077,1.062007636,1.104104477,1.003630693,1.069854265,1.082447097,1.033493705,1.324713316,1.264269354,1.383487645,1.171219713,1.198125182,1.140399822,1.25706897,1.156141845,1.225752655,1.209892408,1.159227978,1.17410982,1.251348085,1.25506945,1.255414623,1.208569859,1.265300175,0.902198205,1.339106649,1.122729161,1.868584505,1.484460254,1.06,1.037851077,1.062007636,1.104104477,1.003630693,1.069854265,1.082447097,1.033493705,1.324713316,1.264269354,1.383487645,1.171219713,1.198125182,1.140399822,1.25706897,1.156141845,1.225752655,1.209892408,1.159227978,1.17410982,1.251348085,1.25506945,1.255414623,1.208569859,1.265300175,0.902198205,1.339106649,1.122729161,1.868584505,1.484460254,1.06,1.037851077,1.062007636,1.104104477,1.003630693,1.069854265,1.082447097,1.033493705,1.324713316,1.264269354,1.383487645,1.171219713,1.198125182,1.140399822,1.25706897,1.156141845,1.225752655,1.209892408,1.159227978,1.17410982,1.251348085,1.25506945,1.255414623,1.208569859,1.265300175,0.902198205,1.339106649,1.122729161,1.868584505,1.484460254,FalseInjectionAttack
1.06,1.025701096,0.938631642,0.921091731,0.9131609,0.946745067,0.83996021,0.889808056,1.034397017,1.060362219,0.997919457,0.872534631,0.653693851,0.788301894,0.952165309,0.902257793,0.95881118,1.04146875,0.894641109,0.882605586,1.030370704,1.030822035,0.986387382,0.943636521,0.149491583,0.452162771,0.577131066,0.97669356,0.848962461,0.595310811,1.06,1.025701096,0.938631642,0.921091731,0.9131609,0.946745067,0.83996021,0.889808056,1.034397017,1.060362219,0.997919457,0.872534631,0.653693851,0.788301894,0.952165309,0.902257793,0.95881118,1.04146875,0.894641109,0.882605586,1.030370704,1.030822035,0.986387382,0.943636521,0.149491583,0.452162771,0.577131066,0.97669356,0.848962461,0.595310811,1.06,1.025701096,0.938631642,0.921091731,0.9131609,0.946745067,0.83996021,0.889808056,1.034397017,1.060362219,0.997919457,0.872534631,0.653693851,0.788301894,0.952165309,0.902257793,0.95881118,1.04146875,0.894641109,0.882605586,1.030370704,1.030822035,0.986387382,0.943636521,0.149491583,0.452162771,0.577131066,0.97669356,0.848962461,0.595310811,FalseInjectionAttack
1.06,1.016738529,1.045235864,1.039712116,0.869511016,1.020693025,0.998994096,1.010841425,1.092646049,0.97344828,0.953699707,1.046196043,1.032575314,0.956543352,1.103692265,0.914099673,0.884971603,1.024053503,0.993280425,0.966794145,0.857636199,0.891590125,1.196556473,1.004201908,1.396485287,1.268058098,1.32934631,1.030027649,1.494947913,1.288410062,1.06,1.016738529,1.045235864,1.039712116,0.869511016,1.020693025,0.998994096,1.010841425,1.092646049,0.97344828,0.953699707,1.046196043,1.032575314,0.956543352,1.103692265,0.914099673,0.884971603,1.024053503,0.993280425,0.966794145,0.857636199,0.891590125,1.196556473,1.004201908,1.396485287,1.268058098,1.32934631,1.030027649,1.494947913,1.288410062,1.06,1.016738529,1.045235864,1.039712116,0.869511016,1.020693025,0.998994096,1.010841425,1.092646049,0.97344828,0.953699707,1.046196043,1.032575314,0.956543352,1.103692265,0.914099673,0.884971603,1.024053503,0.993280425,0.966794145,0.857636199,0.891590125,1.196556473,1.004201908,1.396485287,1.268058098,1.32934631,1.030027649,1.494947913,1.288410062,FalseInjectionAttack
1.06,0.97214297,0.886382949,0.879886463,0.874955215,0.911513743,0.860497792,0.891357143,0.984137967,1.034727528,0.913086147,0.881515713,0.816206008,1.026946057,0.850328625,0.919668847,1.001246336,0.863274804,0.986904619,1.043851602,0.981670577,0.949845334,0.945693983,1.151596146,0.624538967,0.725344193,0.670851408,0.888819576,0.921010915,0.255023153,1.06,0.97214297,0.886382949,0.879886463,0.874955215,0.911513743,0.860497792,0.891357143,0.984137967,1.034727528,0.913086147,0.881515713,0.816206008,1.026946057,0.850328625,0.919668847,1.001246336,0.863274804,0.986904619,1.043851602,0.981670577,0.949845334,0.945693983,1.151596146,0.624538967,0.725344193,0.670851408,0.888819576,0.921010915,0.255023153,1.06,0.97214297,0.886382949,0.879886463,0.874955215,0.911513743,0.860497792,0.891357143,0.984137967,1.034727528,0.913086147,0.881515713,0.816206008,1.026946057,0.850328625,0.919668847,1.001246336,0.863274804,0.986904619,1.043851602,0.981670577,0.949845334,0.945693983,1.151596146,0.624538967,0.725344193,0.670851408,0.888819576,0.921010915,0.255023153,FalseInjectionAttack
1.06,0.998731462,0.986677809,0.973798578,0.970190695,0.96604951,0.954799746,0.950467072,1.224677288,1.154500479,1.344059747,1.16407553,1.171298678,0.97049954,1.128291811,1.045464644,1.116474348,1.048489512,1.108792326,1.092912937,1.059847683,1.078666879,1.026880531,1.078653456,1.112387316,1.410908194,0.978294886,0.904953706,1.077993051,1.065320415,1.06,0.998731462,0.986677809,0.973798578,0.970190695,0.96604951,0.954799746,0.950467072,1.224677288,1.154500479,1.344059747,1.16407553,1.171298678,0.97049954,1.128291811,1.045464644,1.116474348,1.048489512,1.108792326,1.092912937,1.059847683,1.078666879,1.026880531,1.078653456,1.112387316,1.410908194,0.978294886,0.904953706,1.077993051,1.065320415,1.06,0.998731462,0.986677809,0.973798578,0.970190695,0.96604951,0.954799746,0.950467072,1.224677288,1.154500479,1.344059747,1.16407553,1.171298678,0.97049954,1.128291811,1.045464644,1.116474348,1.048489512,1.108792326,1.092912937,1.059847683,1.078666879,1.026880531,1.078653456,1.112387316,1.410908194,0.978294886,0.904953706,1.077993051,1.065320415,FalseInjectionAttack
1.06,1.055280757,0.96475921,0.992908209,0.944644689,0.963797862,0.980224309,0.952778619,0.942545428,0.861783867,1.273367262,0.934012489,1.017328289,1.14124067,1.067520084,0.9705584,0.795878973,0.910453741,0.860041528,0.872019667,0.924921452,0.945191398,1.179454658,1.028209119,1.252735506,1.32584345,1.126306384,0.88304245,1.172592894,1.163714454,1.06,1.055280757,0.96475921,0.992908209,0.944644689,0.963797862,0.980224309,0.952778619,0.942545428,0.861783867,1.273367262,0.934012489,1.017328289,1.14124067,1.067520084,0.9705584,0.795878973,0.910453741,0.860041528,0.872019667,0.924921452,0.945191398,1.179454658,1.028209119,1.252735506,1.32584345,1.126306384,0.88304245,1.172592894,1.163714454,1.06,1.055280757,0.96475921,0.992908209,0.944644689,0.963797862,0.980224309,0.952778619,0.942545428,0.861783867,1.273367262,0.934012489,1.017328289,1.14124067,1.067520084,0.9705584,0.795878973,0.910453741,0.860041528,0.872019667,0.924921452,0.945191398,1.179454658,1.028209119,1.252735506,1.32584345,1.126306384,0.88304245,1.172592894,1.163714454,FalseInjectionAttack
1.06,1.074743279,1.097214421,1.076562651,0.968583047,1.113269684,1.043761657,1.106218071,0.89258805,0.857417083,0.890588561,0.714562473,0.878775561,0.466159127,0.714077513,0.903197615,0.765964278,0.394300652,0.065137199,0.151392417,0.980186851,0.963282523,0.73792526,0.777159878,0.97535629,0.827616631,1.161788798,1.130328463,0.874236604,0.835639997,1.06,1.074743279,1.097214421,1.076562651,0.968583047,1.113269684,1.043761657,1.106218071,0.89258805,0.857417083,0.890588561,0.714562473,0.878775561,0.466159127,0.714077513,0.903197615,0.765964278,0.394300652,0.065137199,0.151392417,0.980186851,0.963282523,0.73792526,0.777159878,0.97535629,0.827616631,1.161788798,1.130328463,0.874236604,0.835639997,1.06,1.074743279,1.097214421,1.076562651,0.968583047,1.113269684,1.043761657,1.106218071,0.89258805,0.857417083,0.890588561,0.714562473,0.878775561,0.466159127,0.714077513,0.903197615,0.765964278,0.394300652,0.065137199,0.151392417,0.980186851,0.963282523,0.73792526,0.777159878,0.97535629,0.827616631,1.161788798,1.130328463,0.874236604,0.835639997,FalseInjectionAttack
1.06,1.034813495,1.083575065,1.050204621,0.991984102,1.039078899,0.952033218,0.964590271,1.158772474,1.252620121,1.12737364,1.102108979,1.207152813,1.100704004,1.144990496,0.977931278,1.334130164,0.97009103,1.057006466,1.089454507,1.279855147,1.282766861,1.13065062,1.25142809,1.181221154,1.142047111,0.83929813,1.025351017,0.82721412,0.916786361,1.06,1.034813495,1.083575065,1.050204621,0.991984102,1.039078899,0.952033218,0.964590271,1.158772474,1.252620121,1.12737364,1.102108979,1.207152813,1.100704004,1.144990496,0.977931278,1.334130164,0.97009103,1.057006466,1.089454507,1.279855147,1.282766861,1.13065062,1.25142809,1.181221154,1.142047111,0.83929813,1.025351017,0.82721412,0.916786361,1.06,1.034813495,1.083575065,1.050204621,0.991984102,1.039078899,0.952033218,0.964590271,1.158772474,1.252620121,1.12737364,1.102108979,1.207152813,1.100704004,1.144990496,0.977931278,1.334130164,0.97009103,1.057006466,1.089454507,1.279855147,1.282766861,1.13065062,1.25142809,1.181221154,1.142047111,0.83929813,1.025351017,0.82721412,0.916786361,FalseInjectionAttack
1.06,1.051832832,1.085357095,1.079115261,0.899688775,1.090760211,0.978286064,1.096961069,1.21711685,1.286936894,1.505922927,1.09252866,0.972081106,1.15285036,1.226796359,1.043391741,1.210737865,1.397137754,1.31044217,1.276450627,1.309825689,1.305423978,1.31103997,1.403900067,1.511613096,1.736453783,1.205890749,1.06930909,0.593474477,1.107634943,1.06,1.051832832,1.085357095,1.079115261,0.899688775,1.090760211,0.978286064,1.096961069,1.21711685,1.286936894,1.505922927,1.09252866,0.972081106,1.15285036,1.226796359,1.043391741,1.210737865,1.397137754,1.31044217,1.276450627,1.309825689,1.305423978,1.31103997,1.403900067,1.511613096,1.736453783,1.205890749,1.06930909,0.593474477,1.107634943,1.06,1.051832832,1.085357095,1.079115261,0.899688775,1.090760211,0.978286064,1.096961069,1.21711685,1.286936894,1.505922927,1.09252866,0.972081106,1.15285036,1.226796359,1.043391741,1.210737865,1.397137754,1.31044217,1.276450627,1.309825689,1.305423978,1.31103997,1.403900067,1.511613096,1.736453783,1.205890749,1.06930909,0.593474477,1.107634943,FalseInjectionAttack
1.06,1.046856432,1.018023358,0.990835076,1.111940811,1.006392355,1.014144281,1.002583823,1.213991448,1.225411448,1.252105823,0.829687598,0.925384666,0.728723925,0.994885662,1.003292816,1.142201041,1.106735914,1.317608396,1.259335474,1.238206463,1.249420587,1.11996278,1.196415835,1.180141161,1.397223106,1.112797249,0.963366657,1.042436236,1.106974193,1.06,1.046856432,1.018023358,0.990835076,1.111940811,1.006392355,1.014144281,1.002583823,1.213991448,1.225411448,1.252105823,0.829687598,0.925384666,0.728723925,0.994885662,1.003292816,1.142201041,1.106735914,1.317608396,1.259335474,1.238206463,1.249420587,1.11996278,1.196415835,1.180141161,1.397223106,1.112797249,0.963366657,1.042436236,1.106974193,1.06,1.046856432,1.018023358,0.990835076,1.111940811,1.006392355,1.014144281,1.002583823,1.213991448,1.225411448,1.252105823,0.829687598,0.925384666,0.728723925,0.994885662,1.003292816,1.142201041,1.106735914,1.317608396,1.259335474,1.238206463,1.249420587,1.11996278,1.196415835,1.180141161,1.397223106,1.112797249,0.963366657,1.042436236,1.106974193,FalseInjectionAttack
1.06,1.005506202,0.968749848,0.96061151,0.874783433,0.955573089,0.923927537,0.929218638,0.929488969,0.987800893,1.061655588,0.736034715,0.181005663,0.851523018,0.748307748,0.786189986,1.029597917,0.860429599,0.962407007,1.048645687,1.004617571,0.986919625,0.629894772,0.680564628,0.767317161,0.146133722,0.746562681,0.899403947,0.835595648,0.818728844,1.06,1.005506202,0.968749848,0.96061151,0.874783433,0.955573089,0.923927537,0.929218638,0.929488969,0.987800893,1.061655588,0.736034715,0.181005663,0.851523018,0.748307748,0.786189986,1.029597917,0.860429599,0.962407007,1.048645687,1.004617571,0.986919625,0.629894772,0.680564628,0.767317161,0.146133722,0.746562681,0.899403947,0.835595648,0.818728844,1.06,1.005506202,0.968749848,0.96061151,0.874783433,0.955573089,0.923927537,0.929218638,0.929488969,0.987800893,1.061655588,0.736034715,0.181005663,0.851523018,0.748307748,0.786189986,1.029597917,0.860429599,0.962407007,1.048645687,1.004617571,0.986919625,0.629894772,0.680564628,0.767317161,0.146133722,0.746562681,0.899403947,0.835595648,0.818728844,FalseInjectionAttack
1.06,1.048797768,0.959058317,0.889336297,0.972968018,0.939256543,0.9444866,0.925083339,1.152328861,1.049282654,1.144346112,0.995106047,0.911349515,0.958498494,0.761692132,1.062611129,1.007522257,0.696791876,0.959235744,0.972780267,1.014827746,1.000140815,0.889171164,0.765387026,0.952580386,1.158863677,0.913726408,0.944770628,0.939089954,1.225206884,1.06,1.048797768,0.959058317,0.889336297,0.972968018,0.939256543,0.9444866,0.925083339,1.152328861,1.049282654,1.144346112,0.995106047,0.911349515,0.958498494,0.761692132,1.062611129,1.007522257,0.696791876,0.959235744,0.972780267,1.014827746,1.000140815,0.889171164,0.765387026,0.952580386,1.158863677,0.913726408,0.944770628,0.939089954,1.225206884,1.06,1.048797768,0.959058317,0.889336297,0.972968018,0.939256543,0.9444866,0.925083339,1.152328861,1.049282654,1.144346112,0.995106047,0.911349515,0.958498494,0.761692132,1.062611129,1.007522257,0.696791876,0.959235744,0.972780267,1.014827746,1.000140815,0.889171164,0.765387026,0.952580386,1.158863677,0.913726408,0.944770628,0.939089954,1.225206884,FalseInjectionAttack
1.06,1.028198764,1.049416919,0.975966914,0.833114919,1.004772092,0.940252519,1.000631973,0.904469074,1.022202341,1.194816379,1.065705989,1.139924532,1.18024105,1.125304638,1.052597322,1.041546508,1.03626102,1.016469691,0.999199534,1.011493274,0.980762989,0.982204127,0.894654742,1.009017391,1.127561285,0.89196643,0.990062405,1.209718406,0.892813394,1.06,1.028198764,1.049416919,0.975966914,0.833114919,1.004772092,0.940252519,1.000631973,0.904469074,1.022202341,1.194816379,1.065705989,1.139924532,1.18024105,1.125304638,1.052597322,1.041546508,1.03626102,1.016469691,0.999199534,1.011493274,0.980762989,0.982204127,0.894654742,1.009017391,1.127561285,0.89196643,0.990062405,1.209718406,0.892813394,1.06,1.028198764,1.049416919,0.975966914,0.833114919,1.004772092,0.940252519,1.000631973,0.904469074,1.022202341,1.194816379,1.065705989,1.139924532,1.18024105,1.125304638,1.052597322,1.041546508,1.03626102,1.016469691,0.999199534,1.011493274,0.980762989,0.982204127,0.894654742,1.009017391,1.127561285,0.89196643,0.990062405,1.209718406,0.892813394,FalseInjectionAttack
1.06,1.06405205,0.982799572,1.008641452,1.105392191,0.979050496,1.032751209,0.950892061,0.971298363,0.956679739,1.09665316,0.794281133,1.062599257,0.213225105,0.628967644,0.971590382,0.990766878,0.878968972,0.89493724,0.818920011,0.961410599,0.94494388,0.899220252,0.970424637,0.509120278,0.282992779,0.863745857,0.956566973,0.897412728,0.993944407,1.06,1.06405205,0.982799572,1.008641452,1.105392191,0.979050496,1.032751209,0.950892061,0.971298363,0.956679739,1.09665316,0.794281133,1.062599257,0.213225105,0.628967644,0.971590382,0.990766878,0.878968972,0.89493724,0.818920011,0.961410599,0.94494388,0.899220252,0.970424637,0.509120278,0.282992779,0.863745857,0.956566973,0.897412728,0.993944407,1.06,1.06405205,0.982799572,1.008641452,1.105392191,0.979050496,1.032751209,0.950892061,0.971298363,0.956679739,1.09665316,0.794281133,1.062599257,0.213225105,0.628967644,0.971590382,0.990766878,0.878968972,0.89493724,0.818920011,0.961410599,0.94494388,0.899220252,0.970424637,0.509120278,0.282992779,0.863745857,0.956566973,0.897412728,0.993944407,FalseInjectionAttack
1.06,1.070597659,1.046133437,0.958131949,0.849757989,0.96547953,0.869231146,0.914795548,0.72081838,0.688084719,0.841254311,0.580522665,0.732499766,0.928679392,0.725050134,0.668093833,0.645585288,0.690430242,0.796874473,0.692932979,0.694242902,0.741209737,0.723444711,0.116107288,0.622539891,0.981009719,0.679270268,0.921126424,0.768909786,0.864064505,1.06,1.070597659,1.046133437,0.958131949,0.849757989,0.96547953,0.869231146,0.914795548,0.72081838,0.688084719,0.841254311,0.580522665,0.732499766,0.928679392,0.725050134,0.668093833,0.645585288,0.690430242,0.796874473,0.692932979,0.694242902,0.741209737,0.723444711,0.116107288,0.622539891,0.981009719,0.679270268,0.921126424,0.768909786,0.864064505,1.06,1.070597659,1.046133437,0.958131949,0.849757989,0.96547953,0.869231146,0.914795548,0.72081838,0.688084719,0.841254311,0.580522665,0.732499766,0.928679392,0.725050134,0.668093833,0.645585288,0.690430242,0.796874473,0.692932979,0.694242902,0.741209737,0.723444711,0.116107288,0.622539891,0.981009719,0.679270268,0.921126424,0.768909786,0.864064505,FalseInjectionAttack
1.06,1.030642985,0.927369813,0.988665823,1.038510311,0.963943996,0.933519774,0.998529095,0.868434545,0.961945827,0.794434222,0.877254474,0.889048982,0.66924984,0.771766079,0.747539298,0.855705432,1.041058974,1.107679162,1.154301737,1.02380668,1.044799693,0.804580197,1.017975841,1.157203071,1.132592278,0.989135368,1.022630571,0.917678777,0.382624747,1.06,1.030642985,0.927369813,0.988665823,1.038510311,0.963943996,0.933519774,0.998529095,0.868434545,0.961945827,0.794434222,0.877254474,0.889048982,0.66924984,0.771766079,0.747539298,0.855705432,1.041058974,1.107679162,1.154301737,1.02380668,1.044799693,0.804580197,1.017975841,1.157203071,1.132592278,0.989135368,1.022630571,0.917678777,0.382624747,1.06,1.030642985,0.927369813,0.988665823,1.038510311,0.963943996,0.933519774,0.998529095,0.868434545,0.961945827,0.794434222,0.877254474,0.889048982,0.66924984,0.771766079,0.747539298,0.855705432,1.041058974,1.107679162,1.154301737,1.02380668,1.044799693,0.804580197,1.017975841,1.157203071,1.132592278,0.989135368,1.022630571,0.917678777,0.382624747,FalseInjectionAttack
1.06,1.027159292,1.064790098,1.04144563,0.844421279,0.988718339,0.915302649,1.013053079,1.175184517,1.125262348,1.137995667,1.248148798,1.264781854,1.126476498,1.107854604,1.171839885,1.10703281,1.0400587,1.045443052,1.154369045,1.116501396,1.114760294,1.099382287,0.951965582,0.291669088,0.598740295,0.382023821,0.90354159,0.626521673,0.286411476,1.06,1.027159292,1.064790098,1.04144563,0.844421279,0.988718339,0.915302649,1.013053079,1.175184517,1.125262348,1.137995667,1.248148798,1.264781854,1.126476498,1.107854604,1.171839885,1.10703281,1.0400587,1.045443052,1.154369045,1.116501396,1.114760294,1.099382287,0.951965582,0.291669088,0.598740295,0.382023821,0.90354159,0.626521673,0.286411476,1.06,1.027159292,1.064790098,1.04144563,0.844421279,0.988718339,0.915302649,1.013053079,1.175184517,1.125262348,1.137995667,1.248148798,1.264781854,1.126476498,1.107854604,1.171839885,1.10703281,1.0400587,1.045443052,1.154369045,1.116501396,1.114760294,1.099382287,0.951965582,0.291669088,0.598740295,0.382023821,0.90354159,0.626521673,0.286411476,FalseInjectionAttack
1.06,1.027040557,0.916228608,0.874849363,0.927324266,0.811839661,0.885406555,0.819375189,0.484106609,0.137908628,0.831727398,0.731484089,0.708432158,0.942232335,0.675783489,0.134648117,0.031107102,0.167445861,0.167689145,0.139743779,0.29134243,0.336898716,0.732267212,0.272120241,0.283335852,0.330948536,0.655688,0.824196573,0.610347743,0.563395948,1.06,1.027040557,0.916228608,0.874849363,0.927324266,0.811839661,0.885406555,0.819375189,0.484106609,0.137908628,0.831727398,0.731484089,0.708432158,0.942232335,0.675783489,0.134648117,0.031107102,0.167445861,0.167689145,0.139743779,0.29134243,0.336898716,0.732267212,0.272120241,0.283335852,0.330948536,0.655688,0.824196573,0.610347743,0.563395948,1.06,1.027040557,0.916228608,0.874849363,0.927324266,0.811839661,0.885406555,0.819375189,0.484106609,0.137908628,0.831727398,0.731484089,0.708432158,0.942232335,0.675783489,0.134648117,0.031107102,0.167445861,0.167689145,0.139743779,0.29134243,0.336898716,0.732267212,0.272120241,0.283335852,0.330948536,0.655688,0.824196573,0.610347743,0.563395948,FalseInjectionAttack
1.06,1.0614675,0.992758609,1.008565586,0.952190741,0.955782526,0.882930932,0.924817629,1.018000673,0.988301468,1.017349815,0.957634858,0.791617529,0.974575923,0.949723345,0.861774046,0.945050589,0.934321183,0.942466072,0.867813402,0.959223416,0.949787789,0.940695467,0.800654998,0.863745226,0.124531043,1.123889535,0.979962659,1.296118724,0.464809348,1.06,1.0614675,0.992758609,1.008565586,0.952190741,0.955782526,0.882930932,0.924817629,1.018000673,0.988301468,1.017349815,0.957634858,0.791617529,0.974575923,0.949723345,0.861774046,0.945050589,0.934321183,0.942466072,0.867813402,0.959223416,0.949787789,0.940695467,0.800654998,0.863745226,0.124531043,1.123889535,0.979962659,1.296118724,0.464809348,1.06,1.0614675,0.992758609,1.008565586,0.952190741,0.955782526,0.882930932,0.924817629,1.018000673,0.988301468,1.017349815,0.957634858,0.791617529,0.974575923,0.949723345,0.861774046,0.945050589,0.934321183,0.942466072,0.867813402,0.959223416,0.949787789,0.940695467,0.800654998,0.863745226,0.124531043,1.123889535,0.979962659,1.296118724,0.464809348,FalseInjectionAttack
1.06,1.057582509,1.053245981,1.082395436,1.068366659,1.080057781,1.108001639,1.074933442,1.043839792,1.085868736,1.227852185,1.277065848,1.246346068,1.172140479,1.167987092,1.236408039,1.134720663,1.146748043,1.140802358,1.181645882,1.102735707,1.08448208,1.031972049,1.201507076,1.281766785,1.292764337,1.151590642,1.078628942,0.655482647,0.839096426,1.06,1.057582509,1.053245981,1.082395436,1.068366659,1.080057781,1.108001639,1.074933442,1.043839792,1.085868736,1.227852185,1.277065848,1.246346068,1.172140479,1.167987092,1.236408039,1.134720663,1.146748043,1.140802358,1.181645882,1.102735707,1.08448208,1.031972049,1.201507076,1.281766785,1.292764337,1.151590642,1.078628942,0.655482647,0.839096426,1.06,1.057582509,1.053245981,1.082395436,1.068366659,1.080057781,1.108001639,1.074933442,1.043839792,1.085868736,1.227852185,1.277065848,1.246346068,1.172140479,1.167987092,1.236408039,1.134720663,1.146748043,1.140802358,1.181645882,1.102735707,1.08448208,1.031972049,1.201507076,1.281766785,1.292764337,1.151590642,1.078628942,0.655482647,0.839096426,FalseInjectionAttack
1.06,1.052046193,1.04204337,1.056776017,1.142409397,1.070351502,1.056321645,1.055385116,1.384355393,1.427407177,1.431716106,1.265813758,1.391116319,1.164950193,1.214586403,1.273503636,1.374315288,1.304687187,1.293613417,1.271861289,1.408950606,1.412693713,1.226529609,1.284544943,1.126295282,1.085553139,1.134974407,1.144853783,0.799468246,0.489484701,1.06,1.052046193,1.04204337,1.056776017,1.142409397,1.070351502,1.056321645,1.055385116,1.384355393,1.427407177,1.431716106,1.265813758,1.391116319,1.164950193,1.214586403,1.273503636,1.374315288,1.304687187,1.293613417,1.271861289,1.408950606,1.412693713,1.226529609,1.284544943,1.126295282,1.085553139,1.134974407,1.144853783,0.799468246,0.489484701,1.06,1.052046193,1.04204337,1.056776017,1.142409397,1.070351502,1.056321645,1.055385116,1.384355393,1.427407177,1.431716106,1.265813758,1.391116319,1.164950193,1.214586403,1.273503636,1.374315288,1.304687187,1.293613417,1.271861289,1.408950606,1.412693713,1.226529609,1.284544943,1.126295282,1.085553139,1.134974407,1.144853783,0.799468246,0.489484701,FalseInjectionAttack
1.06,1.050868476,1.105309791,1.075173952,0.871211101,1.057092198,1.037923605,1.049215139,1.291409403,1.320695467,1.335108289,1.166345948,1.149994436,1.225592326,1.170525418,1.161335352,1.285352468,1.007210435,1.024312036,1.087334994,1.35668585,1.365554912,1.216635795,1.076802916,0.921776785,1.083891846,0.98427397,1.064478233,1.280282476,1.417256928,1.06,1.050868476,1.105309791,1.075173952,0.871211101,1.057092198,1.037923605,1.049215139,1.291409403,1.320695467,1.335108289,1.166345948,1.149994436,1.225592326,1.170525418,1.161335352,1.285352468,1.007210435,1.024312036,1.087334994,1.35668585,1.365554912,1.216635795,1.076802916,0.921776785,1.083891846,0.98427397,1.064478233,1.280282476,1.417256928,1.06,1.050868476,1.105309791,1.075173952,0.871211101,1.057092198,1.037923605,1.049215139,1.291409403,1.320695467,1.335108289,1.166345948,1.149994436,1.225592326,1.170525418,1.161335352,1.285352468,1.007210435,1.024312036,1.087334994,1.35668585,1.365554912,1.216635795,1.076802916,0.921776785,1.083891846,0.98427397,1.064478233,1.280282476,1.417256928,FalseInjectionAttack
